,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
2347,2347,Wally Szczerbiak,MIN,25.0,200.66,110.676448,Miami (OH),USA,1999,1,6,82,18.7,4.8,3.1,5.0,0.045,0.098,0.217,0.58,0.133,2001-02
2375,2375,Robert Pack,MIN,33.0,187.96,86.18248,Southern California,USA,Undrafted,Undrafted,Undrafted,16,3.9,1.4,3.1,-6.3,0.031,0.072,0.17,0.416,0.316,2001-02
2385,2385,Rasho Nesterovic,MIN,26.0,213.36,112.490816,None,Slovenia,1998,1,17,82,8.4,6.5,0.9,6.1,0.105,0.171,0.159,0.499,0.049,2001-02
2389,2389,Sam Mitchell,MIN,38.0,200.66,97.52228,Mercer,USA,1985,3,54,74,3.3,1.1,0.6,1.9,0.0279999999999999,0.105,0.171,0.491,0.096,2001-02
2430,2430,Chauncey Billups,MIN,25.0,190.5,91.625584,Colorado,USA,1997,1,3,82,12.5,2.8,5.5,3.6,0.017,0.094,0.207,0.555,0.296,2001-02
2474,2474,Anthony Peeler,MIN,32.0,193.04,94.347136,Missouri,USA,1992,1,15,82,9.0,2.5,2.2,-0.1,0.021,0.0969999999999999,0.173,0.519,0.135,2001-02
2609,2609,Joe Smith,MIN,26.0,208.28,102.0582,Maryland,USA,1995,1,1,72,10.7,6.3,1.1,9.3,0.0969999999999999,0.174,0.178,0.5710000000000001,0.063,2001-02
2616,2616,Gary Trent,MIN,27.0,203.2,113.398,Ohio,USA,1995,1,11,64,7.5,4.2,0.9,-2.7,0.108,0.172,0.203,0.5379999999999999,0.087,2001-02
2620,2620,Felipe Lopez,MIN,27.0,195.58,88.45044,St. John's (NY),Dominican Republic,1998,1,24,67,2.5,1.2,0.6,-2.5,0.0579999999999999,0.1009999999999999,0.172,0.469,0.108,2001-02
2646,2646,Joe Smith,MIN,27.0,208.28,102.0582,Maryland,USA,1995,1,1,54,7.5,5.0,0.7,3.6,0.1169999999999999,0.166,0.172,0.524,0.051,2002-03
2727,2727,Anthony Peeler,MIN,33.0,193.04,94.347136,Missouri,USA,1992,1,15,82,7.7,2.9,3.0,1.7,0.021,0.098,0.145,0.499,0.158,2002-03
2757,2757,Igor Rakocevic,MIN,25.0,187.96,83.46092800000001,None,Serbia and Montenegro,2000,2,51,42,1.9,0.4,0.8,10.2,0.021,0.059,0.182,0.528,0.2019999999999999,2002-03
2774,2774,Gary Trent,MIN,28.0,203.2,113.398,Ohio,USA,1995,1,11,80,6.0,3.6,1.0,-2.7,0.1,0.165,0.185,0.5489999999999999,0.105,2002-03
2881,2881,Rasho Nesterovic,MIN,27.0,213.36,112.490816,None,Slovenia,1998,1,17,77,11.2,6.5,1.5,2.3,0.073,0.1689999999999999,0.176,0.536,0.074,2002-03
2886,2886,Reggie Slater,MIN,32.0,200.66,115.66596,Wyoming,USA,Undrafted,Undrafted,Undrafted,26,3.1,1.2,0.2,0.6,0.133,0.099,0.237,0.58,0.051,2002-03
2896,2896,Rod Strickland,MIN,36.0,190.5,83.91452,DePaul,USA,1988,1,19,47,6.8,2.0,4.6,2.5,0.025,0.09,0.191,0.492,0.351,2002-03
2918,2918,Wally Szczerbiak,MIN,26.0,200.66,110.676448,Miami (OH),USA,1999,1,6,52,17.6,4.6,2.6,4.2,0.035,0.1119999999999999,0.221,0.5670000000000001,0.1159999999999999,2002-03
2932,2932,Troy Hudson,MIN,27.0,185.42,77.11064,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,79,14.2,2.3,5.7,2.7,0.018,0.059,0.213,0.531,0.261,2002-03
2969,2969,Loren Woods,MIN,25.0,215.9,111.583632,Arizona,USA,2001,2,45,38,2.1,2.5,0.5,0.9,0.087,0.191,0.141,0.455,0.078,2002-03
2977,2977,Marc Jackson,MIN,28.0,208.28,122.46984,Temple,USA,1997,2,37,77,5.5,2.9,0.5,2.9,0.099,0.151,0.209,0.508,0.0579999999999999,2002-03
3000,3000,Kendall Gill,MIN,35.0,195.58,97.52228,Illinois,USA,1990,1,5,82,8.7,3.0,1.9,0.7,0.0279999999999999,0.108,0.187,0.477,0.12,2002-03
3007,3007,Kevin Garnett,MIN,27.0,210.82,99.79024,None,USA,1995,1,5,82,23.0,13.4,6.0,6.8,0.086,0.282,0.262,0.5529999999999999,0.249,2002-03
